order_id,customer_id,order_date,product_category,price,delivery_delay_days,customer_rating,previous_returns,discount_percent,payment_method,city,is_festive_season,order_month,order_day,customer_order_count_before,returned
ORD102631,CUST1531,2024-01-03,Books,1726.86,4,1.5,2,7,COD,Hyderabad,0,1,3,0,0
ORD105849,CUST2174,2024-01-03,Home,2181.17,2,1.9,1,43,Credit Card,Chennai,1,1,3,0,0
ORD109827,CUST2680,2024-01-03,Home,5695.38,2,2.9,2,19,Credit Card,Delhi,0,1,3,0,0
ORD100985,CUST2747,2024-01-03,Sports,5224.06,0,4.1,2,32,UPI,Chennai,0,1,3,0,0
ORD106187,CUST2408,2024-01-03,Sports,9173.13,2,4.3,0,23,COD,Chennai,0,1,3,0,0
ORD101019,CUST1852,2024-01-03,Clothing,1484.2,1,1.2,1,28,UPI,Mumbai,0,1,3,0,0
ORD107719,CUST2744,2024-01-03,Sports,6597.79,3,1.2,2,11,UPI,Bangalore,0,1,3,0,0
ORD106560,CUST1735,2024-01-03,Electronics,4788.58,4,2.2,4,41,COD,Bangalore,0,1,3,0,1
ORD105845,CUST2683,2024-01-03,Home,7898.84,2,4.1,0,55,Debit Card,Bangalore,0,1,3,0,0
ORD105920,CUST1337,2024-01-03,Sports,5302.41,2,2.5,4,12,Credit Card,Hyderabad,0,1,3,1,1
ORD106624,CUST2790,2024-01-03,Home,2304.53,1,2.5,1,4,COD,Mumbai,1,1,3,0,1
ORD106571,CUST1060,2024-01-03,Electronics,300.0,2,4.1,1,28,COD,Hyderabad,0,1,3,0,0
ORD108214,CUST2100,2024-01-03,Electronics,5588.82,3,3.8,1,57,Debit Card,Bangalore,0,1,3,0,0
ORD100401,CUST2135,2024-01-04,Books,5286.39,5,4.8,2,30,UPI,Mumbai,1,1,4,0,0
ORD103975,CUST1489,2024-01-04,Home,4759.75,3,1.7,1,0,Debit Card,Mumbai,0,1,4,0,0
ORD103506,CUST2408,2024-01-04,Beauty,5401.28,2,4.4,0,34,Debit Card,Hyderabad,0,1,4,1,0
ORD106261,CUST1725,2024-01-04,Beauty,7273.26,4,2.1,1,42,Credit Card,Delhi,1,1,4,0,1
ORD105109,CUST1136,2024-01-04,Clothing,8405.11,3,4.9,2,39,Credit Card,Bangalore,0,1,4,0,0
ORD100128,CUST1379,2024-01-04,Clothing,6505.7,1,4.5,0,25,Debit Card,Hyderabad,0,1,4,0,0
ORD102575,CUST1086,2024-01-04,Books,4064.88,5,3.8,1,25,Debit Card,Bangalore,0,1,4,0,0
ORD104900,CUST2346,2024-01-04,Electronics,7911.9,1,4.8,0,53,Debit Card,Hyderabad,1,1,4,0,0
ORD108021,CUST2308,2024-01-04,Beauty,3819.82,4,4.0,0,27,Debit Card,Chennai,0,1,4,0,0
ORD106162,CUST1062,2024-01-04,Electronics,2689.32,6,4.8,1,56,Debit Card,Bangalore,0,1,4,0,0
ORD101316,CUST2160,2024-01-04,Sports,9936.06,3,1.6,0,13,COD,Chennai,0,1,4,0,0
ORD102590,CUST1308,2024-01-04,Home,5333.67,4,3.3,1,44,Debit Card,Hyderabad,0,1,4,0,0
ORD104222,CUST1619,2024-01-04,Beauty,4783.12,3,5.0,1,55,Credit Card,Delhi,0,1,4,0,0
ORD109320,CUST2719,2024-01-04,Sports,2049.87,1,4.4,3,45,COD,Chennai,0,1,4,0,0
ORD100477,CUST2768,2024-01-04,Home,8903.31,2,4.9,0,26,Credit Card,Mumbai,1,1,4,0,0
ORD108195,CUST2464,2024-01-04,Home,1904.01,4,1.1,4,6,UPI,Delhi,0,1,4,0,1
ORD106001,CUST2088,2024-01-04,Books,5574.33,6,4.4,1,35,COD,Delhi,0,1,4,0,0
ORD107079,CUST1382,2024-01-04,Clothing,1313.66,2,2.7,1,5,Debit Card,Mumbai,0,1,4,0,0
ORD109877,CUST1459,2024-01-04,Home,300.0,1,4.6,2,42,Debit Card,Delhi,0,1,4,0,0
ORD109749,CUST2535,2024-01-04,Electronics,1597.62,4,2.2,3,9,COD,Hyderabad,1,1,4,0,1
ORD100463,CUST1546,2024-01-04,Electronics,3488.83,2,2.8,0,45,Debit Card,Delhi,0,1,4,0,1
ORD103092,CUST2826,2024-01-04,Electronics,5655.71,5,2.1,2,56,Debit Card,Hyderabad,1,1,4,0,0
ORD104581,CUST1449,2024-01-05,Books,5691.62,3,1.8,3,33,COD,Hyderabad,0,1,5,0,1
ORD100532,CUST1524,2024-01-05,Books,300.0,4,2.2,4,18,COD,Chennai,0,1,5,0,1
ORD100283,CUST2648,2024-01-05,Books,6509.7,1,1.8,3,3,UPI,Chennai,0,1,5,0,1
ORD109574,CUST2375,2024-01-05,Home,6729.07,2,2.0,0,10,Credit Card,Mumbai,0,1,5,0,0
ORD108538,CUST2541,2024-01-05,Home,3833.69,5,2.3,2,6,COD,Delhi,0,1,5,0,0
ORD108314,CUST2773,2024-01-05,Clothing,4706.32,2,3.8,0,30,COD,Chennai,0,1,5,0,0
ORD103557,CUST1835,2024-01-05,Beauty,3091.4,2,2.0,0,42,UPI,Bangalore,1,1,5,0,0
ORD105365,CUST2383,2024-01-05,Sports,6060.18,4,4.0,1,46,COD,Delhi,0,1,5,0,0
ORD104761,CUST1673,2024-01-05,Books,5825.75,5,3.9,1,22,COD,Bangalore,0,1,5,0,0
ORD105714,CUST1309,2024-01-05,Home,4390.6,1,2.5,1,43,UPI,Delhi,1,1,5,0,1
ORD100043,CUST2499,2024-01-05,Electronics,2589.7,1,4.8,1,7,COD,Delhi,1,1,5,0,0
ORD100015,CUST2396,2024-01-05,Books,3209.08,5,3.2,0,48,COD,Hyderabad,0,1,5,0,0
ORD103717,CUST2037,2024-01-05,Books,7593.75,3,1.4,3,56,UPI,Mumbai,0,1,5,0,1
ORD106381,CUST2403,2024-01-05,Home,1868.24,2,2.4,2,21,Debit Card,Hyderabad,1,1,5,0,0
ORD106775,CUST2427,2024-01-05,Sports,8095.22,0,2.9,2,38,COD,Chennai,0,1,5,0,0
ORD107631,CUST2029,2024-01-05,Beauty,7731.38,5,3.3,1,37,Debit Card,Chennai,1,1,5,0,0
ORD107574,CUST1757,2024-01-05,Clothing,6581.21,5,4.4,3,59,Debit Card,Mumbai,0,1,5,0,0
ORD104325,CUST2531,2024-01-05,Electronics,5054.36,4,3.1,2,6,COD,Chennai,0,1,5,0,0
ORD103825,CUST2070,2024-01-05,Beauty,4473.93,1,2.9,1,50,Debit Card,Chennai,1,1,5,0,0
ORD106053,CUST2947,2024-01-05,Clothing,10403.14,5,4.6,0,31,Credit Card,Chennai,0,1,5,0,0
ORD103034,CUST2806,2024-01-06,Books,6571.18,2,4.5,2,9,UPI,Chennai,0,1,6,0,0
ORD109275,CUST1972,2024-01-06,Beauty,7964.29,2,4.7,0,43,Debit Card,Hyderabad,1,1,6,0,0
ORD101647,CUST1155,2024-01-06,Clothing,5565.36,4,2.8,0,3,Debit Card,Hyderabad,0,1,6,0,0
ORD101850,CUST2897,2024-01-06,Electronics,1130.97,8,3.0,2,45,Debit Card,Mumbai,0,1,6,0,0
ORD100773,CUST2803,2024-01-06,Electronics,824.05,3,1.7,2,8,UPI,Mumbai,1,1,6,0,0
ORD105254,CUST1170,2024-01-06,Books,7626.97,5,3.4,0,7,UPI,Bangalore,0,1,6,0,0
ORD107546,CUST1354,2024-01-06,Home,1036.3,3,2.1,0,15,UPI,Mumbai,1,1,6,0,0
ORD106219,CUST2913,2024-01-06,Home,5939.71,2,3.6,0,11,Debit Card,Mumbai,1,1,6,0,0
ORD103555,CUST2827,2024-01-06,Sports,6380.59,0,2.1,3,3,Debit Card,Hyderabad,0,1,6,0,1
ORD106530,CUST2292,2024-01-06,Sports,7021.9,2,1.9,3,7,COD,Bangalore,1,1,6,0,1
ORD106598,CUST1160,2024-01-06,Electronics,7540.56,5,3.4,3,36,UPI,Hyderabad,0,1,6,0,0
ORD108598,CUST1170,2024-01-06,Electronics,300.0,1,3.4,0,49,Debit Card,Mumbai,0,1,6,1,0
ORD106296,CUST1633,2024-01-06,Home,5767.35,6,2.2,3,19,COD,Bangalore,0,1,6,0,1
ORD109887,CUST2329,2024-01-06,Home,300.0,1,3.7,0,30,UPI,Chennai,0,1,6,0,0
ORD108638,CUST1605,2024-01-06,Clothing,5151.28,3,3.3,1,50,COD,Chennai,0,1,6,0,0
ORD101497,CUST1597,2024-01-06,Books,5229.55,1,2.6,1,33,UPI,Bangalore,0,1,6,0,0
ORD105612,CUST2422,2024-01-06,Sports,3596.23,7,1.8,3,7,UPI,Bangalore,0,1,6,0,1
ORD107115,CUST2520,2024-01-06,Sports,3169.34,1,2.9,2,31,UPI,Delhi,0,1,6,0,0
ORD102060,CUST2631,2024-01-06,Clothing,8648.02,3,3.1,1,41,UPI,Bangalore,1,1,6,0,0
ORD108637,CUST2510,2024-01-06,Clothing,300.0,2,4.5,3,49,Credit Card,Chennai,0,1,6,0,0
ORD108602,CUST2048,2024-01-06,Beauty,7068.15,2,2.8,3,0,COD,Hyderabad,1,1,6,0,1
ORD101574,CUST2928,2024-01-07,Sports,4814.67,2,3.0,1,27,COD,Mumbai,0,1,7,0,0
ORD106313,CUST1117,2024-01-07,Home,9296.24,3,4.4,1,0,COD,Delhi,0,1,7,0,0
ORD100613,CUST1790,2024-01-07,Clothing,1891.01,3,1.3,2,1,Debit Card,Bangalore,0,1,7,0,0
ORD108360,CUST1643,2024-01-07,Beauty,300.0,5,2.5,1,30,Credit Card,Hyderabad,1,1,7,0,0
ORD109875,CUST1476,2024-01-07,Beauty,10412.36,4,2.3,1,24,COD,Delhi,0,1,7,0,0
ORD107701,CUST1638,2024-01-07,Books,1617.49,4,3.8,1,38,UPI,Delhi,0,1,7,0,0
ORD100223,CUST2597,2024-01-07,Home,1504.39,2,2.1,3,57,Credit Card,Delhi,0,1,7,0,1
ORD103658,CUST1420,2024-01-07,Clothing,4399.24,2,2.7,2,25,UPI,Delhi,0,1,7,0,0
ORD101366,CUST2828,2024-01-07,Home,7597.02,2,3.8,2,6,UPI,Delhi,0,1,7,0,0
ORD100830,CUST2246,2024-01-07,Sports,7343.53,5,2.2,0,56,COD,Delhi,0,1,7,0,1
ORD106143,CUST2210,2024-01-07,Electronics,3024.1,2,1.8,2,20,COD,Delhi,1,1,7,0,1
ORD107209,CUST1498,2024-01-07,Sports,3830.71,1,3.7,2,10,COD,Bangalore,0,1,7,0,0
ORD103269,CUST1947,2024-01-07,Clothing,300.0,3,1.4,1,56,Credit Card,Delhi,0,1,7,0,0
ORD102286,CUST2256,2024-01-07,Electronics,5216.75,3,4.5,0,5,COD,Bangalore,0,1,7,0,0
ORD109797,CUST1092,2024-01-07,Books,4935.75,7,2.7,0,31,COD,Chennai,0,1,7,0,1
ORD101757,CUST1006,2024-01-07,Books,7327.03,1,4.2,4,1,Debit Card,Mumbai,0,1,7,0,0
ORD100460,CUST1815,2024-01-07,Home,1961.94,7,1.7,3,57,Debit Card,Bangalore,1,1,7,0,1
ORD108842,CUST2938,2024-01-07,Electronics,8698.76,3,1.9,2,12,COD,Chennai,0,1,7,0,0
ORD103843,CUST1972,2024-01-07,Sports,1260.98,4,3.1,4,41,Credit Card,Mumbai,0,1,7,1,0
ORD104923,CUST2227,2024-01-07,Home,6723.69,3,1.2,0,16,UPI,Delhi,1,1,7,0,0
ORD109661,CUST2653,2024-01-07,Books,8167.39,1,2.3,2,16,COD,Chennai,0,1,7,0,0
ORD105325,CUST1411,2024-01-07,Electronics,6419.59,4,4.1,1,7,COD,Chennai,0,1,7,0,0
ORD101564,CUST2156,2024-01-07,Home,6619.85,1,3.7,1,49,UPI,Bangalore,0,1,7,0,0
ORD107250,CUST2128,2024-01-08,Electronics,3145.9,0,3.1,1,28,Credit Card,Bangalore,0,1,8,0,0
ORD102080,CUST2382,2024-01-08,Electronics,3229.36,4,1.4,2,13,Debit Card,Mumbai,0,1,8,0,0
ORD104390,CUST2224,2024-01-08,Books,2972.19,3,2.7,1,9,COD,Chennai,1,1,8,0,1
ORD106127,CUST1720,2024-01-08,Clothing,5129.7,6,4.2,0,18,Debit Card,Bangalore,1,1,8,0,0
ORD106678,CUST2456,2024-01-08,Books,4375.33,3,5.0,0,50,Debit Card,Hyderabad,0,1,8,0,0
ORD105205,CUST2827,2024-01-08,Home,300.0,1,4.2,3,29,COD,Chennai,1,1,8,1,0
ORD106823,CUST1829,2024-01-08,Sports,9175.97,3,4.4,1,1,UPI,Chennai,0,1,8,0,0
ORD108892,CUST2284,2024-01-08,Sports,8277.58,2,4.0,3,2,UPI,Hyderabad,0,1,8,1,0
ORD102356,CUST2505,2024-01-08,Home,3930.72,3,1.6,0,35,Credit Card,Hyderabad,0,1,8,0,0
ORD102418,CUST1429,2024-01-08,Books,7375.24,4,2.9,0,58,Debit Card,Bangalore,0,1,8,0,0
ORD101680,CUST2500,2024-01-08,Electronics,6451.52,2,1.9,3,45,COD,Chennai,0,1,8,0,1
ORD106045,CUST1053,2024-01-08,Electronics,300.0,2,1.7,3,33,COD,Hyderabad,1,1,8,0,1
ORD104113,CUST2898,2024-01-08,Sports,300.0,3,1.3,0,23,Credit Card,Hyderabad,0,1,8,0,0
ORD103009,CUST1297,2024-01-08,Beauty,8999.63,1,1.3,2,41,COD,Chennai,0,1,8,0,0
ORD108435,CUST1606,2024-01-08,Electronics,6544.58,4,2.9,0,38,COD,Chennai,0,1,8,0,0
ORD108591,CUST2517,2024-01-08,Books,1734.12,2,4.5,2,9,COD,Hyderabad,0,1,8,0,0
ORD105504,CUST2179,2024-01-08,Beauty,8934.44,2,2.9,2,37,COD,Mumbai,0,1,8,0,0
ORD104769,CUST2577,2024-01-08,Books,5785.57,2,3.3,2,57,UPI,Mumbai,0,1,8,0,0
ORD107842,CUST1533,2024-01-08,Beauty,2057.09,4,4.3,0,50,UPI,Chennai,1,1,8,0,0
ORD106463,CUST2502,2024-01-08,Books,3749.63,1,4.4,2,13,UPI,Hyderabad,0,1,8,0,0
ORD107061,CUST2099,2024-01-08,Home,11491.93,1,2.8,0,50,Debit Card,Delhi,0,1,8,0,0
ORD107283,CUST2611,2024-01-08,Sports,5043.25,5,3.7,1,35,UPI,Mumbai,0,1,8,0,0
ORD108710,CUST2019,2024-01-08,Beauty,7511.63,4,4.9,5,6,UPI,Delhi,0,1,8,0,0
ORD108355,CUST1948,2024-01-08,Clothing,9768.34,5,1.7,0,25,Credit Card,Delhi,1,1,8,0,0
ORD104745,CUST1076,2024-01-08,Home,7724.67,4,1.4,0,27,COD,Mumbai,1,1,8,0,0
ORD104507,CUST2594,2024-01-08,Beauty,9852.08,2,4.7,6,21,COD,Delhi,0,1,8,0,0
ORD108818,CUST2058,2024-01-08,Electronics,2589.97,1,2.7,1,34,UPI,Bangalore,0,1,8,0,0
ORD101881,CUST2394,2024-01-08,Sports,4368.4,3,3.2,2,44,COD,Mumbai,0,1,8,0,0
ORD104810,CUST1998,2024-01-08,Beauty,9001.81,1,1.6,0,42,Credit Card,Hyderabad,0,1,8,0,0
ORD102453,CUST2016,2024-01-08,Clothing,649.95,3,1.2,1,43,COD,Delhi,0,1,8,0,0
ORD102687,CUST2646,2024-01-08,Sports,7276.54,3,2.4,1,39,UPI,Bangalore,0,1,8,0,0
ORD100964,CUST2031,2024-01-08,Electronics,986.98,2,2.0,1,7,UPI,Bangalore,0,1,8,0,0
ORD106391,CUST1504,2024-01-08,Books,4550.96,3,4.4,1,35,Debit Card,Chennai,1,1,8,0,0
ORD104899,CUST2829,2024-01-08,Beauty,8420.04,3,4.1,3,17,COD,Chennai,0,1,8,0,0
ORD107039,CUST2666,2024-01-08,Books,300.0,4,2.9,2,9,COD,Mumbai,1,1,8,0,0
ORD103548,CUST1920,2024-01-08,Sports,12195.35,1,4.3,1,40,Debit Card,Delhi,0,1,8,0,0
ORD109226,CUST2898,2024-01-08,Books,9160.34,3,4.1,2,23,UPI,Bangalore,0,1,8,1,0
ORD106668,CUST1507,2024-01-09,Clothing,4433.06,3,4.2,1,15,Debit Card,Mumbai,0,1,9,0,0
ORD101485,CUST1419,2024-01-09,Home,7265.55,1,1.4,2,33,Credit Card,Hyderabad,0,1,9,0,0
ORD106870,CUST2121,2024-01-09,Home,6553.27,2,1.5,4,51,Debit Card,Delhi,1,1,9,0,1
ORD105437,CUST2691,2024-01-09,Home,5825.28,3,2.7,0,33,Credit Card,Delhi,0,1,9,0,0
ORD108954,CUST1208,2024-01-09,Home,300.0,3,1.6,1,50,Debit Card,Delhi,0,1,9,0,0
ORD107460,CUST1007,2024-01-09,Electronics,3628.06,5,1.7,1,21,Debit Card,Mumbai,1,1,9,0,0
ORD101132,CUST2353,2024-01-09,Clothing,4341.76,2,1.8,0,37,UPI,Hyderabad,1,1,9,0,0
ORD104610,CUST1418,2024-01-09,Books,5861.66,3,3.8,2,14,COD,Chennai,0,1,9,0,0
ORD107973,CUST2015,2024-01-09,Clothing,1736.2,5,1.6,1,18,Debit Card,Hyderabad,0,1,9,0,0
ORD102563,CUST1409,2024-01-09,Electronics,5284.04,4,3.6,1,26,Debit Card,Chennai,0,1,9,0,0
ORD103729,CUST2847,2024-01-09,Home,4493.68,6,2.5,1,33,UPI,Delhi,1,1,9,0,1
ORD109253,CUST2567,2024-01-09,Electronics,4991.94,2,3.5,0,32,Credit Card,Delhi,1,1,9,0,0
ORD102340,CUST2250,2024-01-09,Beauty,3823.86,0,4.6,3,39,UPI,Chennai,0,1,9,0,0
ORD107376,CUST1871,2024-01-09,Books,8633.8,5,4.6,1,32,Credit Card,Hyderabad,1,1,9,0,0
ORD108370,CUST1188,2024-01-09,Sports,300.0,0,3.6,2,30,Debit Card,Hyderabad,0,1,9,0,0
ORD103544,CUST2246,2024-01-09,Beauty,6393.4,2,1.4,2,32,Credit Card,Bangalore,1,1,9,1,0
ORD106450,CUST2717,2024-01-09,Books,3457.37,2,2.1,0,15,COD,Delhi,0,1,9,0,0
ORD103483,CUST2978,2024-01-09,Sports,6582.32,1,4.2,0,16,Credit Card,Delhi,1,1,9,0,0
ORD102733,CUST1885,2024-01-09,Books,1108.51,2,4.9,0,23,Debit Card,Delhi,1,1,9,0,0
ORD101591,CUST2205,2024-01-09,Sports,981.45,5,3.9,1,39,COD,Hyderabad,0,1,9,0,0
ORD100928,CUST1885,2024-01-09,Electronics,7320.64,2,4.6,3,16,UPI,Delhi,0,1,9,1,0
ORD102790,CUST2207,2024-01-09,Sports,6655.04,1,3.8,0,18,COD,Delhi,0,1,9,0,0
ORD109731,CUST1086,2024-01-09,Home,11400.94,3,2.9,2,12,Debit Card,Hyderabad,0,1,9,1,0
ORD109437,CUST1872,2024-01-09,Beauty,3714.73,1,2.7,1,14,COD,Mumbai,0,1,9,0,0
ORD107752,CUST1998,2024-01-09,Sports,1372.03,3,2.9,2,51,COD,Delhi,1,1,9,1,1
ORD108138,CUST2270,2024-01-09,Home,5849.81,3,2.9,2,43,COD,Bangalore,0,1,9,0,0
ORD105003,CUST1183,2024-01-09,Sports,5460.95,3,1.0,2,35,Credit Card,Chennai,0,1,9,0,0
ORD104841,CUST2017,2024-01-09,Electronics,2206.5,6,2.2,1,27,Credit Card,Delhi,0,1,9,0,1
ORD101701,CUST2920,2024-01-09,Sports,3850.72,2,2.3,1,10,UPI,Delhi,0,1,9,0,0
ORD106257,CUST2986,2024-01-09,Beauty,1319.25,4,2.9,1,18,Credit Card,Delhi,0,1,9,0,0
ORD100090,CUST2025,2024-01-09,Sports,720.05,3,1.4,0,48,COD,Hyderabad,1,1,9,0,1
ORD100136,CUST2862,2024-01-09,Books,6260.81,1,4.8,1,9,COD,Delhi,0,1,9,0,0
ORD108272,CUST2912,2024-01-10,Books,3233.92,2,4.2,4,7,Credit Card,Delhi,0,1,10,0,0
ORD100127,CUST1187,2024-01-10,Electronics,4121.73,3,2.1,0,20,UPI,Delhi,0,1,10,0,0
ORD105097,CUST1389,2024-01-10,Clothing,9430.23,5,2.6,0,39,Credit Card,Chennai,0,1,10,0,0
ORD108457,CUST2725,2024-01-10,Books,5390.45,0,2.5,0,33,UPI,Bangalore,1,1,10,0,0
ORD101719,CUST2372,2024-01-10,Home,5118.71,0,2.7,1,5,COD,Bangalore,1,1,10,0,0
ORD100668,CUST2312,2024-01-10,Electronics,1168.75,5,2.1,1,37,UPI,Mumbai,0,1,10,0,0
ORD102870,CUST1970,2024-01-10,Clothing,3360.36,4,4.3,1,10,UPI,Mumbai,0,1,10,0,0
ORD103681,CUST1128,2024-01-10,Electronics,6766.5,4,4.6,3,5,COD,Mumbai,1,1,10,0,0
ORD102372,CUST2153,2024-01-10,Sports,3920.27,5,1.4,1,40,COD,Delhi,0,1,10,0,0
ORD102705,CUST1459,2024-01-10,Home,6337.84,7,3.2,0,38,Debit Card,Hyderabad,0,1,10,1,0
ORD105647,CUST2976,2024-01-10,Electronics,2697.96,2,2.5,1,6,Debit Card,Delhi,0,1,10,0,0
ORD107960,CUST1029,2024-01-10,Books,6236.84,1,2.8,1,58,UPI,Bangalore,0,1,10,0,0
ORD108330,CUST1243,2024-01-10,Books,5784.73,2,4.2,2,56,Credit Card,Delhi,0,1,10,0,0
ORD103529,CUST2514,2024-01-10,Beauty,6296.36,4,2.5,1,1,COD,Delhi,1,1,10,0,1
ORD103067,CUST1482,2024-01-10,Books,5179.89,5,3.5,2,11,Credit Card,Chennai,1,1,10,0,0
